MSZoning,LotArea,Street,Neighborhood,BldgType,OverallQual,OverallCond,Exterior1st,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleCondition,SalePrice
RL,10205,Pave,NAmes,1Fam,5,5,MetalSd,TA,TA,CBlock,TA,TA,Av,BLQ,784,Unf,0,141,925,Y,999,0,0,999,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1962,Unf,1,300,TA,TA,Y,150,72,0,0,0,NA,NA,NA,0,5,Normal,134500
RL,7094,Pave,Sawyer,1Fam,5,5,VinylSd,TA,TA,CBlock,TA,TA,No,Rec,180,LwQ,374,340,894,Y,894,0,0,894,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1966,RFn,1,384,TA,TA,Y,0,0,0,0,0,NA,MnPrv,NA,0,5,Normal,125000
RM,8930,Pave,Sawyer,Duplex,6,5,VinylSd,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,Y,1318,584,0,1902,0,0,2,0,4,2,TA,8,Typ,0,NA,Attchd,1978,Unf,2,539,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,4,Normal,112000
FV,8640,Pave,Somerst,1Fam,8,5,CemntBd,Gd,TA,PConc,Gd,TA,Mn,GLQ,936,Unf,0,364,1300,Y,1314,0,0,1314,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2009,RFn,2,552,TA,TA,Y,135,112,0,0,0,NA,NA,NA,0,9,Partial,229456
RM,6240,Pave,BrkSide,1Fam,4,5,AsbShng,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,N,672,240,0,912,0,0,1,0,2,1,TA,3,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,0,0,0,0,0,NA,NA,NA,0,7,Normal,80500
RM,1680,Pave,BrDale,Twnhs,6,5,CemntBd,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,672,672,Y,672,546,0,1218,0,0,1,1,3,1,TA,7,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,201,0,0,0,0,NA,NA,NA,0,4,Abnorml,91500
RL,7800,Pave,NAmes,1Fam,5,5,Wd Sdng,TA,TA,CBlock,TA,TA,No,Rec,312,LwQ,600,0,912,Y,912,0,0,912,0,0,1,0,2,1,TA,5,Typ,0,NA,Attchd,1964,Unf,1,288,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,11,Abnorml,115000
RL,8250,Pave,Sawyer,1Fam,5,5,HdBoard,TA,TA,CBlock,TA,TA,No,BLQ,250,LwQ,492,210,952,Y,1211,0,0,1211,0,0,1,0,3,1,TA,5,Typ,1,TA,Attchd,1968,Unf,1,322,TA,TA,Y,0,63,0,0,0,NA,NA,NA,0,8,Normal,134000
RL,10496,Pave,NAmes,1Fam,6,6,Wd Sdng,TA,TA,CBlock,TA,TA,Mn,Rec,196,Unf,0,844,1040,Y,1168,678,0,1846,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1949,Unf,1,315,TA,TA,Y,0,0,0,0,0,NA,GdWo,NA,0,1,Normal,143000
RL,10680,Pave,NAmes,1Fam,5,3,Wd Sdng,TA,TA,CBlock,TA,Fa,No,LwQ,756,Unf,0,1380,2136,N,2136,0,0,2136,0,0,2,0,4,1,TA,7,Mod,0,NA,Detchd,1951,Unf,2,528,TA,TA,Y,0,30,0,0,0,NA,MnPrv,NA,0,10,Normal,137900
RL,15384,Pave,Gilbert,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,724,Unf,0,64,788,Y,788,702,0,1490,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2004,Fin,2,388,TA,TA,Y,100,75,0,0,0,NA,NA,NA,0,2,Normal,184000
RL,10482,Pave,NAmes,1Fam,6,8,VinylSd,TA,Gd,CBlock,TA,TA,Av,GLQ,507,Unf,0,81,588,Y,1138,0,0,1138,0,1,1,0,3,1,TA,6,Typ,0,NA,Attchd,1958,RFn,1,264,TA,TA,Y,224,0,0,0,0,NA,MnWw,NA,0,6,Normal,145000
RL,14598,Pave,Somerst,1Fam,6,5,VinylSd,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,894,894,Y,894,1039,0,1933,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2007,Fin,3,668,TA,TA,Y,100,18,0,0,0,NA,NA,NA,0,1,Normal,214000
RL,8872,Pave,NAmes,1Fam,5,8,VinylSd,TA,TA,CBlock,TA,TA,No,ALQ,595,Unf,0,317,912,Y,912,0,0,912,1,0,1,0,2,1,Gd,5,Typ,0,NA,Detchd,1992,Unf,2,576,TA,TA,Y,0,240,0,0,0,NA,NA,NA,0,12,Normal,147000
RL,8769,Pave,NridgHt,TwnhsE,9,5,MetalSd,Ex,TA,PConc,Ex,TA,No,GLQ,1540,Unf,0,162,1702,Y,1702,0,0,1702,1,0,1,1,1,1,Ex,7,Typ,1,Gd,Attchd,2008,Fin,3,1052,TA,TA,Y,0,72,0,224,0,NA,NA,NA,0,10,Partial,367294
RL,7910,Pave,NAmes,1Fam,5,5,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,666,Unf,0,409,1075,Y,1507,0,0,1507,0,0,2,0,4,1,TA,7,Maj1,0,NA,Basment,1960,Unf,1,404,TA,TA,Y,0,0,0,0,0,NA,GdWo,NA,0,8,Normal,127000
RL,18890,Pave,Sawyer,Duplex,5,5,Plywood,TA,TA,CBlock,Gd,TA,No,GLQ,498,Rec,211,652,1361,Y,1361,1259,0,2620,0,0,2,2,4,2,TA,12,Typ,1,TA,BuiltIn,1977,RFn,2,600,TA,TA,N,155,24,145,0,0,NA,NA,Gar2,8300,8,Normal,190000
RL,7728,Pave,NAmes,Duplex,5,6,Wd Sdng,TA,TA,CBlock,TA,TA,Av,ALQ,803,Unf,0,303,1106,Y,1190,0,0,1190,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1962,Unf,2,540,TA,TA,Y,0,18,0,0,0,NA,GdWo,NA,0,5,Normal,132500
RL,9842,Pave,NAmes,Duplex,4,5,HdBoard,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,Y,1224,0,0,1224,0,0,2,0,2,2,TA,6,Typ,0,NA,CarPort,1962,Unf,2,462,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,3,Normal,101800
RL,12160,Pave,NAmes,1Fam,5,5,Plywood,TA,TA,CBlock,TA,TA,No,Rec,1000,Unf,0,188,1188,Y,1188,0,0,1188,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1959,RFn,2,531,TA,TA,Y,0,0,0,0,0,NA,MnPrv,NA,0,5,Abnorml,142000
RH,8525,Pave,SWISU,1Fam,5,6,MetalSd,TA,TA,PConc,TA,TA,Av,Unf,0,Unf,0,940,940,N,1024,940,0,1964,0,0,1,1,4,1,TA,7,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,0,192,0,0,0,NA,NA,NA,0,11,Abnorml,130000
RL,13132,Pave,Crawfor,1Fam,5,5,Wd Sdng,TA,TA,BrkTil,Gd,TA,Mn,Unf,0,Unf,0,747,747,Y,892,892,0,1784,0,0,1,1,4,1,TA,9,Typ,0,NA,Detchd,1914,Unf,1,180,Fa,Fa,N,203,40,0,0,0,NA,NA,NA,0,7,Normal,138887
RL,2628,Pave,NridgHt,Twnhs,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,764,764,Y,764,862,0,1626,0,0,2,1,2,1,Gd,6,Typ,0,NA,BuiltIn,2003,RFn,2,474,TA,TA,Y,0,27,0,0,0,NA,NA,NA,0,6,Normal,175500
RL,12393,Pave,CollgCr,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,847,847,Y,847,1101,0,1948,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004,Fin,2,434,TA,TA,Y,100,48,0,0,0,NA,NA,NA,0,9,Normal,195000
RL,13072,Pave,SawyerW,1Fam,6,5,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1141,1141,Y,1141,0,0,1141,0,0,1,1,3,1,TA,6,Typ,0,NA,Detchd,2005,Unf,2,484,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,3,Abnorml,142500
RL,9037,Pave,Timber,1Fam,8,5,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,428,Unf,0,1048,1476,Y,1484,0,0,1484,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2006,RFn,2,472,TA,TA,Y,120,33,0,0,0,NA,NA,NA,0,12,Normal,265900
RL,8158,Pave,CollgCr,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,550,Unf,0,334,884,Y,884,884,0,1768,1,0,2,1,3,1,Gd,8,Typ,0,NA,Attchd,2003,RFn,2,543,TA,TA,Y,0,63,0,0,0,NA,NA,NA,0,7,Normal,224900
RL,9849,Pave,Somerst,1Fam,7,6,VinylSd,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1689,1689,Y,1689,0,0,1689,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2007,RFn,3,954,TA,TA,Y,0,56,0,0,0,NA,NA,NA,0,6,Partial,248328
RL,10625,Pave,NWAmes,1Fam,7,6,Plywood,TA,TA,CBlock,Gd,TA,Gd,GLQ,885,LwQ,168,0,1053,Y,1173,0,0,1173,1,0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,1974,RFn,2,528,TA,TA,Y,0,120,0,0,0,NA,MnPrv,NA,0,1,Family,170000
RL,13891,Pave,NridgHt,1Fam,10,5,VinylSd,Ex,TA,PConc,Ex,Gd,Gd,GLQ,1386,Unf,0,690,2076,Y,2076,0,0,2076,1,0,2,1,2,1,Ex,7,Typ,1,Gd,Attchd,2006,Fin,3,850,TA,TA,Y,216,229,0,0,0,NA,NA,NA,0,9,Partial,465000
RL,11435,Pave,Crawfor,1Fam,8,7,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,792,792,Y,792,725,0,1517,0,0,1,0,3,1,Gd,7,Typ,2,Gd,Detchd,1931,Unf,2,400,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,6,Normal,230000
RL,12090,Pave,NWAmes,1Fam,6,7,VinylSd,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,585,585,Y,1140,728,0,1868,0,0,3,1,3,1,TA,7,Typ,1,TA,BuiltIn,1984,Fin,2,477,TA,TA,Y,268,112,0,147,0,NA,NA,NA,0,1,Abnorml,178000
FV,8125,Pave,Somerst,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,756,756,Y,756,797,0,1553,0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,2005,RFn,2,615,TA,TA,Y,0,45,0,0,0,NA,NA,NA,0,3,Partial,186500
RL,12328,Pave,Mitchel,1Fam,6,5,HdBoard,TA,TA,CBlock,TA,TA,Av,GLQ,539,Unf,0,473,1012,Y,1034,0,0,1034,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1976,Unf,3,888,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,5,Normal,169900
RM,9600,Pave,OldTown,1Fam,6,5,AsbShng,TA,TA,BrkTil,Gd,TA,No,Rec,319,Unf,0,416,735,N,1134,924,0,2058,0,0,1,1,3,1,TA,8,Typ,1,Gd,Detchd,1950,Unf,2,396,Fa,Fa,P,0,0,259,0,0,NA,NA,NA,0,4,Normal,129500
RL,7200,Pave,NAmes,1Fam,5,7,MetalSd,TA,TA,CBlock,TA,TA,No,BLQ,534,Rec,96,246,876,Y,988,0,0,988,0,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1950,Unf,1,276,TA,TA,Y,0,80,0,0,0,NA,NA,NA,0,5,Normal,119000
RL,11160,Pave,NAmes,1Fam,7,5,BrkFace,Gd,TA,CBlock,TA,TA,No,ALQ,1065,Unf,0,1045,2110,Y,2110,0,0,2110,1,0,2,1,3,1,Ex,8,Typ,2,TA,Attchd,1968,Fin,2,522,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,4,Normal,244000
RL,3136,Pave,NridgHt,TwnhsE,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1405,1405,Y,1405,0,0,1405,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2003,RFn,2,478,TA,TA,Y,148,36,0,0,0,NA,NA,NA,0,3,Normal,171750
RL,9858,Pave,Mitchel,1Fam,5,6,HdBoard,TA,TA,CBlock,TA,TA,No,BLQ,510,Unf,0,354,864,Y,874,0,0,874,1,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1968,RFn,1,288,TA,TA,Y,33,0,0,0,0,NA,GdWo,Shed,600,11,Normal,130000
RL,17542,Pave,Veenker,1Fam,7,7,Wd Sdng,Gd,TA,CBlock,TA,TA,Gd,LwQ,125,ALQ,1031,36,1192,Y,1516,651,0,2167,1,0,2,1,3,1,Gd,9,Typ,2,Gd,Attchd,1974,RFn,2,518,TA,TA,Y,220,47,0,0,0,NA,MnPrv,NA,0,7,Normal,294000
RL,6931,Pave,Edwards,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,746,746,Y,760,896,0,1656,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2003,Fin,2,397,TA,TA,Y,178,128,0,0,0,NA,NA,NA,0,7,Normal,165400
RM,6240,Pave,BrkSide,1Fam,6,6,Wd Sdng,TA,TA,BrkTil,TA,Fa,No,LwQ,425,Unf,0,459,884,Y,959,408,0,1367,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1978,Unf,1,560,TA,TA,Y,0,0,0,120,0,NA,NA,NA,0,11,Normal,127500
RL,14303,Pave,NoRidge,1Fam,8,5,HdBoard,Gd,TA,PConc,Gd,TA,Gd,GLQ,1314,Unf,0,672,1986,Y,1987,0,0,1987,1,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,1994,Fin,2,691,TA,TA,Y,262,36,0,0,0,NA,NA,NA,0,8,Normal,301500
RL,4060,Pave,Edwards,1Fam,5,8,Wd Sdng,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,0,864,864,Y,864,0,0,864,0,0,1,0,2,1,TA,4,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,96,0,0,0,NA,NA,NA,0,7,Normal,99900
RL,9587,Pave,Gilbert,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,Gd,GLQ,655,Unf,0,201,856,Y,1166,0,0,1166,1,0,2,0,2,1,Gd,5,Typ,0,NA,Attchd,2005,Fin,2,400,TA,TA,Y,212,0,0,0,0,NA,NA,NA,0,7,Normal,190000
RL,9750,Pave,NAmes,1Fam,6,8,HdBoard,TA,TA,CBlock,Gd,TA,No,ALQ,602,LwQ,438,14,1054,Y,1054,0,0,1054,1,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1969,Unf,2,460,TA,TA,Y,180,0,0,80,0,NA,NA,NA,0,7,Normal,151000
RL,24682,Pave,Gilbert,1Fam,6,5,VinylSd,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,841,841,Y,892,783,0,1675,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1999,Fin,2,502,TA,TA,Y,0,103,0,0,0,NA,NA,NA,0,6,Normal,181000
RL,9600,Pave,NAmes,1Fam,5,6,MetalSd,TA,TA,CBlock,TA,TA,No,Rec,504,Unf,0,546,1050,Y,1050,0,0,1050,0,0,1,0,2,1,TA,5,Typ,0,NA,Attchd,1956,Unf,1,338,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,6,Normal,128900
RL,11250,Pave,ClearCr,1Fam,4,5,Wd Sdng,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,1104,1104,Y,1104,684,0,1788,1,0,1,0,5,1,TA,8,Min2,2,TA,Attchd,1957,Unf,1,304,TA,TA,Y,120,0,0,0,0,NA,NA,NA,0,11,Normal,161500
RL,13515,Pave,BrkSide,1Fam,6,6,Wd Sdng,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,764,764,Y,1060,764,0,1824,0,0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,1940,Unf,2,520,TA,TA,N,0,0,126,0,0,NA,GdPrv,NA,0,7,Normal,180500
RH,4060,Pave,NAmes,TwnhsE,6,5,MetalSd,Gd,TA,PConc,Gd,TA,No,GLQ,266,Unf,0,1139,1405,Y,1337,0,0,1337,1,0,2,0,2,1,Gd,5,Typ,0,NA,Attchd,1998,Fin,2,511,TA,TA,Y,144,68,0,0,0,NA,NA,NA,0,8,Abnorml,181000
FV,3735,Pave,Somerst,TwnhsE,7,5,MetalSd,Gd,TA,PConc,Gd,TA,No,GLQ,450,Unf,0,241,691,Y,713,739,0,1452,1,0,2,1,3,1,Gd,6,Typ,0,NA,Detchd,1999,Unf,2,506,TA,TA,Y,0,34,0,0,0,NA,NA,NA,0,3,Normal,183900
RM,10120,Pave,OldTown,2fmCon,7,4,Wd Sdng,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,0,925,925,N,964,925,0,1889,0,0,1,1,4,2,TA,9,Typ,1,Gd,Detchd,1960,Unf,1,308,TA,TA,N,0,0,264,0,0,NA,MnPrv,NA,0,1,Normal,122000
RL,13214,Pave,Timber,1Fam,9,5,Stucco,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,2002,2002,Y,2018,0,0,2018,0,0,2,0,3,1,Ex,10,Typ,1,Gd,Attchd,2009,Fin,3,746,TA,TA,Y,144,76,0,0,0,NA,NA,NA,0,5,Normal,378500
RL,14100,Pave,Crawfor,1Fam,8,9,Stucco,TA,Gd,CBlock,TA,TA,Mn,Rec,192,Unf,0,536,728,Y,1968,1479,0,3447,0,0,3,1,4,1,Gd,11,Typ,2,Gd,BuiltIn,1982,Unf,3,1014,TA,TA,Y,314,12,0,0,0,NA,GdWo,NA,0,5,Normal,381000
RL,11344,Pave,NAmes,1Fam,5,5,MetalSd,TA,TA,CBlock,TA,TA,No,BLQ,460,Unf,0,414,874,Y,874,650,0,1524,0,0,1,1,3,1,TA,7,Typ,0,NA,Attchd,1958,Unf,1,315,TA,TA,Y,0,0,0,0,0,NA,GdWo,NA,0,7,Normal,144000
RL,23595,Pave,ClearCr,1Fam,7,6,Plywood,Gd,TA,PConc,Gd,TA,Gd,GLQ,1258,Unf,0,74,1332,Y,1332,192,0,1524,2,0,0,1,0,1,Gd,4,Typ,1,TA,Attchd,1979,Fin,2,586,TA,TA,Y,268,0,0,0,0,NA,NA,NA,0,4,Normal,260000
RL,9156,Pave,NWAmes,1Fam,6,7,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1489,1489,Y,1489,0,0,1489,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,1968,RFn,2,462,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,8,Normal,185750
RL,13526,Pave,Sawyer,1Fam,5,6,HdBoard,TA,TA,CBlock,TA,TA,No,BLQ,560,LwQ,375,0,935,Y,935,0,0,935,1,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1965,Unf,1,288,TA,TA,Y,180,0,0,0,0,NA,MnPrv,NA,0,11,Normal,137000
RL,11512,Pave,Edwards,1Fam,6,7,Plywood,TA,TA,CBlock,TA,TA,Av,ALQ,719,Unf,0,300,1019,Y,1357,0,0,1357,1,0,1,0,2,1,Ex,5,Typ,1,Gd,Basment,1959,RFn,1,312,TA,TA,Y,0,0,0,163,0,NA,GdPrv,NA,0,5,Normal,177000
RL,5362,Pave,Crawfor,1Fam,5,6,Wd Sdng,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,661,661,Y,661,589,0,1250,0,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1985,Unf,2,552,TA,TA,Y,242,0,81,0,0,NA,NA,NA,0,11,Normal,139000
RL,11345,Pave,NAmes,Duplex,5,5,AsbShng,TA,TA,CBlock,TA,TA,No,Rec,220,Unf,0,708,928,Y,928,992,0,1920,0,0,2,0,4,2,TA,10,Typ,0,NA,Detchd,1948,Unf,2,400,TA,Fa,Y,0,0,0,0,0,NA,NA,NA,0,7,Normal,137000
RL,12936,Pave,NWAmes,1Fam,6,6,HdBoard,TA,TA,CBlock,TA,Gd,No,BLQ,593,Unf,0,130,723,Y,735,660,0,1395,0,1,1,1,3,1,TA,6,Typ,1,TA,Attchd,1972,Unf,2,497,TA,TA,Y,294,116,0,0,0,NA,NA,NA,0,12,Normal,162000
RL,17871,Pave,NWAmes,1Fam,6,5,HdBoard,TA,TA,CBlock,Gd,TA,Av,ALQ,528,Unf,0,1152,1680,Y,1724,0,0,1724,1,0,1,1,3,1,TA,7,Typ,1,Gd,Attchd,1967,RFn,2,480,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,6,Normal,197900
RL,9473,Pave,CollgCr,1Fam,8,5,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,804,Unf,0,324,1128,Y,1128,903,0,2031,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002,RFn,2,577,TA,TA,Y,0,211,0,0,0,NA,NA,NA,0,3,Normal,237000
C (all),7500,Pave,IDOTRR,1Fam,4,4,MetalSd,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,698,698,Y,698,430,0,1128,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,1980,RFn,2,528,TA,TA,Y,30,0,164,0,0,NA,NA,NA,0,4,Abnorml,68400
RL,9808,Pave,CollgCr,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,788,Unf,0,785,1573,Y,1573,0,0,1573,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2002,RFn,2,544,TA,TA,Y,0,72,0,0,0,NA,NA,NA,0,3,Normal,227000
RL,8049,Pave,Timber,1Fam,7,5,HdBoard,TA,TA,CBlock,Gd,TA,No,ALQ,1053,Unf,0,256,1309,Y,1339,0,0,1339,1,0,2,0,2,1,TA,6,Typ,1,TA,Attchd,1990,Fin,2,484,Gd,Gd,Y,0,58,0,90,0,NA,NA,NA,0,7,Normal,180000
RL,8800,Pave,CollgCr,1Fam,5,7,HdBoard,TA,TA,CBlock,Gd,TA,Mn,LwQ,532,Rec,144,364,1040,Y,1040,0,0,1040,0,0,2,0,3,1,Gd,5,Typ,0,NA,Detchd,1977,Unf,2,484,TA,TA,Y,0,0,0,288,0,NA,NA,NA,0,9,Normal,150500
RL,9400,Pave,Mitchel,Duplex,6,5,MetalSd,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,912,912,Y,912,912,0,1824,0,0,2,2,4,2,TA,8,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,128,0,0,0,0,NA,NA,NA,0,4,Normal,139000
RL,9638,Pave,SWISU,1Fam,6,7,Wd Sdng,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,804,804,Y,1699,748,0,2447,0,0,2,0,4,1,Gd,10,Min2,1,Gd,Detchd,1969,Unf,1,336,TA,TA,Y,272,0,42,116,0,NA,NA,NA,0,3,Normal,169000
RM,6000,Pave,BrkSide,1Fam,6,6,MetalSd,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,0,780,780,Y,825,587,0,1412,0,0,1,0,4,1,TA,6,Typ,1,Gd,Detchd,1939,Unf,1,280,TA,TA,Y,45,0,0,0,0,NA,NA,NA,0,5,Normal,132500
RL,9790,Pave,NWAmes,1Fam,6,5,HdBoard,TA,TA,CBlock,TA,TA,No,ALQ,569,Rec,81,678,1328,Y,1328,0,0,1328,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1963,Unf,2,528,TA,TA,Y,0,26,0,0,0,NA,NA,NA,0,6,Normal,143000
RL,36500,Pave,ClearCr,1Fam,5,5,Wd Sdng,TA,Gd,CBlock,TA,TA,Av,Rec,812,Unf,0,812,1624,Y,1582,0,0,1582,0,1,2,0,4,1,TA,7,Typ,0,NA,Attchd,1964,Unf,2,390,TA,TA,N,168,198,0,0,0,NA,NA,NA,0,6,Normal,190000
RL,5664,Pave,StoneBr,TwnhsE,8,5,CemntBd,Gd,TA,PConc,Gd,TA,No,GLQ,1158,Unf,0,343,1501,Y,1659,0,0,1659,1,0,2,0,2,1,Ex,5,Typ,1,Ex,Attchd,2000,Fin,2,499,TA,TA,Y,212,59,0,0,0,NA,NA,NA,0,10,Normal,278000
RL,11065,Pave,NridgHt,1Fam,8,5,VinylSd,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1085,1085,Y,1120,850,0,1970,0,0,2,1,3,1,Ex,8,Typ,1,Gd,BuiltIn,2006,Fin,3,753,TA,TA,Y,177,74,0,0,0,NA,NA,NA,0,10,Partial,281000
RL,14112,Pave,NAmes,1Fam,5,7,Wd Sdng,TA,TA,PConc,TA,TA,Av,GLQ,1014,Unf,0,138,1152,Y,1152,0,0,1152,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1964,RFn,2,484,TA,TA,Y,227,0,0,0,0,NA,NA,NA,0,4,Normal,180500
RM,1680,Pave,BrDale,Twnhs,5,7,CemntBd,TA,TA,CBlock,TA,TA,No,ALQ,231,Unf,0,399,630,Y,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,NA,Detchd,1972,Unf,1,264,TA,TA,Y,185,0,0,0,0,NA,NA,NA,0,2,Normal,119500
RM,6600,Pave,OldTown,1Fam,5,4,Wd Sdng,TA,TA,Stone,TA,TA,No,Unf,0,Unf,0,994,994,N,1378,994,0,2372,0,0,2,0,4,2,TA,11,Min2,0,NA,Attchd,1985,RFn,1,432,TA,TA,Y,0,287,0,0,0,NA,NA,NA,0,12,Normal,107500
RL,10140,Pave,NWAmes,1Fam,7,5,HdBoard,TA,TA,PConc,Gd,TA,No,GLQ,194,Unf,0,638,832,Y,832,832,0,1664,0,0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1976,RFn,2,528,TA,TA,Y,0,28,0,259,0,NA,GdWo,NA,0,3,Normal,162900
RL,8172,Pave,Edwards,1Fam,5,7,WdShing,TA,TA,CBlock,TA,TA,No,Rec,167,Unf,0,697,864,Y,864,0,0,864,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1957,Unf,2,572,TA,TA,N,0,0,0,0,0,NA,NA,NA,0,4,Normal,115000
RL,8400,Pave,NAmes,1Fam,5,5,HdBoard,TA,TA,CBlock,TA,TA,Av,BLQ,1016,Unf,0,36,1052,Y,1052,0,0,1052,1,0,1,1,3,1,TA,5,Typ,0,NA,Attchd,1968,RFn,1,288,TA,TA,Y,356,0,0,0,0,NA,GdWo,NA,0,11,Normal,138500
RL,8700,Pave,NAmes,1Fam,5,6,MetalSd,TA,Gd,CBlock,TA,TA,Mn,ALQ,776,Unf,0,344,1120,Y,1128,0,0,1128,1,0,2,0,3,1,TA,6,Typ,0,NA,Attchd,1963,RFn,2,525,TA,TA,Y,192,20,123,0,0,NA,MnPrv,NA,0,12,Normal,155000
